mode,en,rep,term,ko,grade,level,followed_decoy,decoy,issues,finish,sentence
none,acanthamoeba keratitis,가시아메바각막염,아칸타메바 각막염,의사의 문서에 아칸타메바 각막염이 언급되었습니다.,오답,-,,,[],stop,The doctor's document mentioned acanthamoeba keratitis.
none,arachnoid cyst,거미막하 낭종,거미막낭종,이 환자의 거미막낭종이 보고서에 기재되었습니다.,정답(동의어),nospace,,,[],stop,The report documented arachnoid cyst in this patient.
none,clubbing of nails,손톱의 곤봉화,손발톱 곤봉 변형,보고서는 이 환자에게서 손발톱 곤봉 변형을 기록했다.,오답,-,,,[],stop,The report documented clubbing of nails in this patient.
none,water bath,욕조,수욕,의사의 문서에 수욕이 언급되었다.,오답,-,,,[],stop,The doctor's document mentioned water bath.
none,molding,두개몰딩,몰딩,의사의 문서에 몰딩이 언급되었다.,오답,-,,,[],stop,The doctor's document mentioned molding.
term,root pain,신경뿌리통증,신경뿌리통증,의사의 문서에 신경뿌리통증이 언급되어 있었다.,정답(대표),exact,,,[],stop,The doctor's document mentioned root pain.
term,plantar flexion,발바닥쪽 굽힘,발바닥쪽 굽힘,의사의 문서에 발바닥쪽 굽힘이 언급되었다.,정답(대표),exact,,,[],stop,The doctor's document mentioned plantar flexion.
term,metagonimus yokogawai,요코가와흡충,요코가와흡충,의사의 문서에 요코가와흡충이 언급되었습니다.,정답(대표),exact,,,[],stop,The doctor's document mentioned metagonimus yokogawai.
term,speech loss,언어 손실,언어 손실,의사의 문서에 언어 손실이 언급되었습니다.,정답(대표),exact,,,[],stop,The doctor's document mentioned speech loss.
term,syncytial,합포체-,합포체,의사의 문서에 합포체가 언급되었습니다.,정답(동의어),exact,,,[],stop,The doctor's document mentioned syncytial.
term,small-and light-for-dates,과소 및 과소체중아,과소 및 과소체중아,보고서는 이 환자에서 과소 및 과소체중아를 기록했습니다.,정답(대표),exact,,,[],stop,The report documented small-and light-for-dates in this patient.
term,lobectomy of lung,폐엽 절제,폐엽 절제,보고서는 이 환자에서 폐엽 절제를 기록했습니다.,정답(대표),exact,,,[],stop,The report documented lobectomy of lung in this patient.
term,suprameatal foveola,바깥귀길위오목,바깥귀길위오목,의사의 문서에 바깥귀길위오목이 언급되었다.,정답(대표),exact,,,[],stop,The doctor's document mentioned suprameatal foveola.
term,phlebography,정맥조영(술),정맥조영(술),보고서는 이 환자에서 정맥조영(술)을 기록하였다.,정답(대표),exact,,,['bad_chars'],stop,The report documented phlebography in this patient.
term,third ventricle structure,제3뇌구조,제3뇌구조,의사의 문서에 제3뇌구조가 언급되었다.,정답(대표),exact,,,[],stop,The doctor's document mentioned third ventricle structure.
term,bidiscoidal placenta,두원반태반,두원반태반,의사의 문서에 두원반태반이 언급되었다.,정답(대표),exact,,,[],stop,The doctor's document mentioned bidiscoidal placenta.
term,centrolecithal,중심난황-,중심난황-,의사의 문서는 중심난황-을 언급했다.,정답(대표),exact,,,[],stop,The doctor's document mentioned centrolecithal.
term,auriscope,이경,이경,의사의 문서에 이경이 언급되었다.,정답(대표),exact,,,[],stop,The doctor's document mentioned auriscope.
term,rhinoantritis,코굴염,코굴염,의사의 문서에 코굴염이 언급되었습니다.,정답(대표),exact,,,[],stop,The doctor's document mentioned rhinoantritis.
term,lochioschesis,산후질분비물정체,산후질분비물정체,의사의 문서에 산후질분비물정체가 언급되었습니다.,정답(대표),exact,,,[],stop,The doctor's document mentioned lochioschesis.
term,cyematocardia,태아심음,태아심음,의사의 문서에 태아심음이 언급되었습니다.,정답(대표),exact,,,[],stop,The doctor's document mentioned cyematocardia.
term,cardiography,심장도검사,심장도검사,의사의 문서에 심장도검사가 언급되었다.,정답(대표),exact,,,[],stop,The doctor's document mentioned cardiography.
term,postprocedural hypothyroidism,처치후 갑상선기능저하증,처치후 갑상선기능저하증,보고서는 이 환자에서 처치후 갑상선기능저하증을 기록하였다.,정답(대표),exact,,,[],stop,The report documented postprocedural hypothyroidism in this patient.
term,paramyxoviridae infection,파라믹소바이러스 감염,파라믹소바이러스 감염,보고서는 이 환자에서 파라믹소바이러스 감염을 기록했습니다.,정답(대표),exact,,,[],stop,The report documented paramyxoviridae infection in this patient.
term,hepaticostomy,간관루설치(술),간관루설치(술),의사의 문서에서 간관루설치(술)가 언급되었습니다.,정답(대표),exact,,,['bad_chars'],stop,The doctor's document mentioned hepaticostomy.
term,window defect,창문비침,창문비침,의사의 문서에 창문비침이 언급되었다.,정답(대표),exact,,,[],stop,The doctor's document mentioned window defect.
term,vasa previa,전치 맥관,전치 맥관,보고서에는 이 환자에게 전치 맥관이 있다고 기록되어 있다.,정답(대표),exact,,,[],stop,The report documented vasa previa in this patient.
term,working length distance,근관장측정검사,근관장측정검사,의사의 문서에 근관장측정검사가 언급되었습니다.,정답(대표),exact,,,[],stop,The doctor's document mentioned working length distance.
term,prolinase,프롤린효소,프롤린효소,의사의 문서에 프롤린효소가 언급되었다.,정답(대표),exact,,,[],stop,The doctor's document mentioned prolinase.
term,suture thread,봉합사,봉합사,의사의 문서에 봉합사가 언급되었다.,정답(대표),exact,,,[],stop,The doctor's document mentioned suture thread.
term,urethrocutaneous fistula,요도피부샛길,요도피부샛길,이 환자에서 요도피부샛길이 보고되었습니다.,정답(대표),exact,,,[],stop,The report documented urethrocutaneous fistula in this patient.
term,sign,징후,징후,의사의 문서가 징후를 언급했다.,정답(대표),exact,,,[],stop,The doctor's document mentioned sign.
term,a/s posterior capsulo-labroplasty,관절경 후방 피막테두리성형술,관절경 후방 피막테두리성형술,이 환자에서 관절경 후방 피막테두리성형술을 기록하였다.,정답(대표),exact,,,[],stop,The report documented a/s posterior capsulo-labroplasty in this patient.
term,periarthritis of wrist,손목의 관절주위염,손목의 관절주위염,보고서는 이 환자에서 손목의 관절주위염을 기록하였다.,정답(대표),exact,,,[],stop,The report documented periarthritis of wrist in this patient.
term,metarubricyte,후적혈구,후적혈구,의사의 문서에 후적혈구가 언급되었다.,정답(대표),exact,,,[],stop,The doctor's document mentioned metarubricyte.
term,soryo,소료(素髎),소료(素髎),의사의 문서에 소료(素髎)가 언급되었다.,정답(대표),exact,,,['bad_chars'],stop,The doctor's document mentioned soryo.
term,abrasion of flank,옆구리 찰과상,옆구리 찰과상,보고서는 이 환자에게 옆구리 찰과상을 기록했습니다.,정답(대표),exact,,,[],stop,The report documented abrasion of flank in this patient.
term,scintillating hemianopia,섬광반맹,섬광반맹,의사의 문서에는 섬광반맹이 언급되어 있었다.,정답(대표),exact,,,[],stop,The doctor's document mentioned scintillating hemianopia.
term,chromophilic cell,호색소세포,호색소세포,의사의 문서에는 호색소세포가 언급되어 있었다.,정답(대표),exact,,,[],stop,The doctor's document mentioned chromophilic cell.
term,infantile automatism,젖먹이자동증,젖먹이자동증,의사의 문서는 젖먹이자동증을 언급했다.,정답(대표),exact,,,[],stop,The doctor's document mentioned infantile automatism.
term,oath of hippocrates,히포크라테스선서,히포크라테스선서,의사의 문서는 히포크라테스선서를 언급했습니다.,정답(대표),exact,,,[],stop,The doctor's document mentioned oath of hippocrates.
term,pubocapsular,두덩관절피막-,두덩관절피막-,의사의 문서에 두덩관절피막-가 언급되었다.,정답(대표),exact,,,[],stop,The doctor's document mentioned pubocapsular.
term,hemopleuropneumonic syndrome,혈액가슴막폐렴증후군,혈액가슴막폐렴증후군,의사의 문서에 혈액가슴막폐렴증후군이 언급되었습니다.,정답(대표),exact,,,[],stop,The doctor's document mentioned hemopleuropneumonic syndrome.
term,rotational irradiation coach,회전방사선치료대,회전방사선치료대,의사의 문서에 회전방사선치료대가 언급되었다.,정답(대표),exact,,,[],stop,The doctor's document mentioned rotational irradiation coach.
term,airborne infection,공기매개감염,공기매개감염,의사의 문서는 공기매개감염을 언급했다.,정답(대표),exact,,,[],stop,The doctor's document mentioned airborne infection.
term,fistula of gallbladder,담낭의 누공,담낭의 누공,보고서는 이 환자에서 담낭의 누공을 기록했습니다.,정답(대표),exact,,,[],stop,The report documented fistula of gallbladder in this patient.
term,cardiac murmur,심잡음,심잡음,보고서는 이 환자에서 심잡음을 기록했습니다.,정답(대표),exact,,,[],stop,The report documented cardiac murmur in this patient.
term,laryngopharyngitis,후두인두염,후두인두염,의사의 문서에는 후두인두염이 언급되어 있었다.,정답(대표),exact,,,[],stop,The doctor's document mentioned laryngopharyngitis.
term,gantry,갠트리,갠트리,의사의 문서에 갠트리가 언급되었다.,정답(대표),exact,,,[],stop,The doctor's document mentioned gantry.
term,hyperesophoria,상내사위,상내사위,의사의 문서에 상내사위가 언급되었다.,정답(대표),exact,,,[],stop,The doctor's document mentioned hyperesophoria.
term,multicystic renal dysplasia,다낭성 신장의 형성이상,다낭성 신장의 형성이상,보고서는 이 환자에서 다낭성 신장의 형성이상을 기록했습니다.,정답(대표),exact,,,[],stop,The report documented multicystic renal dysplasia in this patient.
term,conn adenoma,콘 샘종,콘 샘종,의사의 문서에 콘 샘종이 언급되었다.,정답(대표),exact,,,[],stop,The doctor's document mentioned conn adenoma.
term,tinea manuum,손백선,손백선,이 환자에게는 손백선이 있다고 보고서에 기록되어 있었다.,정답(대표),exact,,,[],stop,The report documented tinea manuum in this patient.
term,functional enuresis,기능성 유뇨증,기능성 유뇨증,보고서는 이 환자에게서 기능성 유뇨증을 기록했다.,정답(대표),exact,,,[],stop,The report documented functional enuresis in this patient.
term,simple dressing,단순 처치,단순 처치,이 환자에서 단순 처치가 보고서에 기록되었습니다.,정답(대표),exact,,,[],stop,The report documented simple dressing in this patient.
term,first responder,일차반응자,일차반응자,의사의 문서는 일차반응자를 언급했다.,정답(대표),exact,,,[],stop,The doctor's document mentioned first responder.
term,abdominal wall strained,배벽 긴장,배벽 긴장,의사의 문서에 배벽 긴장이 언급되었다.,정답(대표),exact,,,[],stop,The doctor's document mentioned abdominal wall strained.
term,activity grade,활동정도,활동정도,의사의 문서에 활동정도가 언급되었습니다.,정답(대표),exact,,,[],stop,The doctor's document mentioned activity grade.
