arm,en,pred,rep,grade,level,kcd,words,issues,finish
1a,binder,붕대,결합체,오답,-,,1,[],stop
1a,bionator,비오나토르,바이오네이터,오답,-,,1,[],stop
1a,biopsy of adenoid,아데노이드 생검,인두편도 생검,정답(동의어),exact,,3,[],stop
1a,biopsy of cul-de-sac,자궁직장와 생검,막힌주머니 생검,오답,-,,3,[],stop
1a,bird-shot chorioretinopathy,조리망막병증,산탄맥락망막병(증),오답,-,,2,[],stop
1a,bis in die,1일 2회,1일2회,정답(대표),nospace,,3,[],stop
1a,bladder neck contracture,방광경부 협착,방광목 위축,오답,-,N32.8,3,[],stop
1a,blastomyces,블라스토미세스,분아진균(속),오답,-,,1,[],stop
1a,blind fistula,맹루,막힌샛길,오답,-,,2,[],stop
1a,blood donation,헌혈,헌혈,정답(대표),exact,,2,[],stop
1a,blood fluke,혈흡충,주혈흡충,오답,-,,2,[],stop
1a,blood in stool,혈변,대변 속 혈액,정답(동의어),exact,,3,[],stop
1a,blood tinged sputum,혈성 객담,혈액흔적가래,오답,-,,3,[],stop
1a,bone inlay,골상감,골내재,오답,-,,2,[],stop
1a,bony excrescence,골성 돌기,뼈이상돌출,오답,-,,2,[],stop
1a,bougienage of esophagus,식도 부지에나쥐,식도 부우지법,오답,-,,3,[],stop
1a,bovine granulomatous mastitis,우유성 육아종성 유선염,소육아종 유방염,오답,-,,3,[],stop
1a,br. tx.,방사선 치료,브릿지 치료,오답,-,,2,[],stop
1a,brachiocephalic trunk,상완두부동맥줄기,팔머리동맥,오답,-,,2,[],stop
1a,breast stereotactic biopsy,유방 정위 생검,유방 입체정위 생검술,오답,-,,3,[],stop
1a,breath holding spell,호흡 정지 발작,숨참기발작,오답,-,R06.8,3,[],stop
1a,breathing bag reservoir,호흡백 저류조,호흡주머니,오답,-,,3,[],stop
1a,bronchus t-tube insertion,기관지 T-관 삽입,기관지 T-삽관,오답,-,,3,['bad_chars'],stop
1a,bryant's traction,브라이언트 견인,브리언트 당김,오답,-,,2,[],stop
1a,bubbling rale,수포성 라씨,끓는거품소리,오답,-,,2,[],stop
1a,buccal gland,협선,협선,정답(대표),exact,,2,[],stop
1a,buryu,부류,부류(復溜),오답,-,,1,[],stop
1a,cabot ring bodies,카봇 고리 소체,카보트고리소체,오답,-,,3,[],stop
1a,calcification of bursa,점액낭 석회화,윤활낭(의) 석회화,오답,-,M71.4,3,[],stop
1a,calomel,감홍,감홍,정답(대표),exact,,1,[],stop
1a,cap crown,캡 크라운,금관,오답,-,,2,[],stop
1a,capillaria hepatica,간모세선충,간모세선충,정답(대표),exact,,2,[],stop
1a,carbamino reaction,카르바미노 반응,카르바미노반응,정답(대표),nospace,,2,[],stop
1a,cardiac murmur,심장 잡음,심잡음,오답,-,R01.1,2,[],stop
1a,cardiac pet-ct,심장 펫-씨티,심장 양전자방출단층촬영술,오답,-,,2,[],stop
1a,cardiocele,심장탈,심장류,오답,-,,1,[],stop
1a,cardiodiaphragmatic angle,심장횡격각,심장가로막각,오답,-,,2,[],stop
1a,cardiography,심장도,심장도검사,오답,-,,1,[],stop
1a,carpenter's syndrome,카펜터 증후군,카펜터 증후군,정답(대표),exact,Q87.0,2,[],stop
1a,carpometacarpal joint structure,수근중수 관절 구조,손목손허리관절,오답,-,,3,[],stop
1a,cataract ou,양안 백내장,두눈 백내장,오답,-,,2,[],stop
1a,catatonic shizophrenia,긴장형 조현병,긴장형 정신분열병,정답(동의어),exact,F20.2,2,[],stop
1a,cathemoglobin,카트헤모글로빈,카트헤모글로빈,정답(대표),exact,,1,[],stop
1a,cecocentral scotoma,맹장중심 암점,주시점맹점암점,오답,-,,2,[],stop
1a,centrolecithal,중앙난황,중심난황-,오답,-,,1,[],stop
1a,cercosporomycosis,세르코스포라증,세르코스포라진균증,오답,-,,1,[],stop
1a,ceruminous gland,이도선,귀지샘,오답,-,,2,[],stop
1a,cervical vertigo,경추성 어지럼,경추성 현기증,오답,-,M54.22,2,[],stop
1a,cervico-occipital neuralgia,경후두신경통,목 뒤통수 신경통,오답,-,G52.9,2,[],stop
1a,cervix dilatation,자궁경관 확장,자궁경부개대,오답,-,,2,[],stop
1a,chemohormonal,화학호르몬요법,화학호르몬-,오답,-,,1,[],stop
1a,cheondol,천돌,천돌(天突),오답,-,,1,[],stop
1a,chest expiration,흉부 만기,가슴 날숨촬영,오답,-,,2,[],stop
1a,chloropsia,녹시증,녹색시,오답,-,,1,[],stop
1a,cholangioscopy,담관내시경,담관내시경(술),오답,-,,1,[],stop
1a,cholelithiasis,담석증,담석증,정답(대표),exact,K80,1,[],stop
1a,chondrogen,연골형성원,연골원,오답,-,,1,[],stop
1a,chorea gravidarum,임신성 무도병,임신무도병,오답,-,,2,[],stop
1a,chromophilic cell,호염기성 세포,호색소세포,오답,-,,2,[],stop
1a,cimex lectularius,온대침대벌레,빈대,오답,-,,2,[],stop
1a,cirsophthalmia,안정맥류,결막정맥류,오답,-,,1,[],stop
1a,citrate,구연산염,구연산,정답(동의어),exact,,1,[],stop
1a,clasp repair,클래스프 수리,클라스프 수리,오답,-,,2,[],stop
1a,classic abdominoplasty,고전적 복부성형술,전형적 복부성형술,오답,-,,2,[],stop
1a,clay stool,점토변,회색변,오답,-,,2,[],stop
1a,clean bench,클린벤치,무균실험대,오답,-,,2,[],stop
1a,closed approach,폐쇄적 접근,폐쇄방법,오답,-,,2,[],stop
1a,closed reduction,폐쇄 정복,비개방정복(술),오답,-,,2,[],stop
1a,clostridium histolyticum,용조성 클로스트리듐,클로스트리듐히스톨리티쿰,오답,-,,2,[],stop
1a,clubbing of nails,곤봉지,손톱의 곤봉화,오답,-,R68.3,3,[],stop
1a,coalescent mastoiditis,융합성 유돌염,융합꼭지돌기염,오답,-,H70.8,2,[],stop
1a,cobblestone tongue,자갈길 혀,조약돌혀,오답,-,,2,[],stop
1a,coffin-siris syndrome,코핀-시리스 증후군,코핀-시리스 증후군,정답(대표),exact,Q87.5,2,[],stop
1a,cogan's disease,코간 병,코오간병,오답,-,H16.3,2,[],stop
1a,cold pack,냉습포,찬물 주머니,오답,-,,2,[],stop
1a,cold sore,구순포진,입술헤르페스,오답,-,,2,[],stop
1a,collagen fiber graft,콜라겐 섬유 이식,교원 섬유 이식술,오답,-,,3,[],stop
1a,colon cecum mass,결장맹장 종괴,막창자 종괴,오답,-,,3,[],stop
1a,colonic serosa,결장 장막,잘록창자장막층,오답,-,,2,[],stop
1a,colpocystocele,질방광류,질방광탈출(증),오답,-,,1,[],stop
1a,columella lengthening,비소주 연장술,코기둥연장(술),오답,-,,2,[],stop
1a,combustion,연소,화상,오답,-,,1,[],stop
1a,comparator,대조군,비교측정기,오답,-,,1,[],stop
1a,complex echo pattern,복합 에코 양상,복잡메아리,오답,-,,3,[],stop
1a,condensed chromatin,응축 염색질,농축염색질,오답,-,,2,[],stop
1a,congenital leukonychia,선천성 백색조갑증,선천 손발톱백반,오답,-,Q84.4,2,[],stop
1a,conglutinogen activating factor,교합원 활성화 인자,교착원활성인자,오답,-,,3,[],stop
1a,congruous field defect,일치성 시야결손,일치시야결손,오답,-,,3,[],stop
1a,conjoined,결합된,연합-,오답,-,,1,[],stop
1a,conn adenoma,콘 선종,콘 샘종,오답,-,,2,[],stop
1a,continuous,연속적인,연속-,오답,-,,1,[],stop
1a,convalescence following chemotherapy,항암화학요법 후 회복기,화학요법후 회복기,오답,-,Z54.2,3,[],stop
1a,coproporphyrinuria,코프로포르피린뇨증,코프로포르피린뇨,오답,-,,1,[],stop
1a,core decompression,핵심 감압술,중핵감압,오답,-,,2,[],stop
1a,corticobasal degeneration,피질기저핵 변성,겉질기저 변성,오답,-,,2,[],stop
1a,cortisol-binding globulin,코르티솔 결합 글로불린,코티솔결합글로불린,오답,-,,2,[],stop
1a,corynebacterium pseudotuberculosis,위결핵 코리네박테리움,거짓결핵균,오답,-,,2,[],stop
1a,costal angle,늑골각,갈비뼈각,정답(동의어),exact,,2,[],stop
1a,counterfeit disease,위조병,꾀병,오답,-,,2,[],stop
1a,coupling color,커플링 색상,커플링염료,오답,-,,2,[],stop
1a,coxalgic pelvis,골반통,엉덩관절병골반,오답,-,,2,[],stop
1a,cranial dermal sinus,두개 피부 동공,뇌피부동,오답,-,L05.9,3,[],stop
1a,cromolyn,크로몰린,크로몰린,정답(대표),exact,,1,[],stop
1a,cross-face,횡안면,교차얼굴,오답,-,,1,[],stop
1a,crossbite (anterior)(posterior),교차교합 (전방)(후방),맞물림이상(앞쪽)(뒤쪽),오답,-,K07.25,2,['bad_chars'],stop
1a,cryptococcal meningocerebritis,크립토코커스 뇌수막염,크립토콕쿠스수막대뇌염,오답,-,B45.1,2,[],stop
1a,cryptogenic sepsis,특발성 패혈증,특발성패혈증,정답(대표),nospace,,2,[],stop
1a,ctha and ctap,CTHA 및 CTAP,컴퓨터 단층촬영 간 동맥조영술과 컴퓨터 단층촬영 문맥조영술,오답,-,,3,['bad_chars'],stop
1a,curvature of spine,척추 만곡,척주굽이,오답,-,,3,[],stop
1a,cyclamate,시클라메이트,시클라메이트,정답(대표),exact,,1,[],stop
1a,cyematocardia,태아 심계항진,태아심음,오답,-,,1,[],stop
1a,cyst of prostate,전립선 낭종,전립샘 낭,오답,-,N42.8,3,[],stop
1a,cystathionine,시스타티오닌,시스타티오닌,정답(대표),exact,,1,[],stop
1a,cystica ureteritis,낭성 요관염,낭성 요관염,정답(대표),exact,N28.8,2,[],stop
1a,cystitomy,방걉절개술,수정체낭절개(술),오답,-,,1,[],stop
1a,death,사망,사,오답,-,R99,1,[],stop
1a,debanding,밴딩 제거,밴드제거,오답,-,,1,[],stop
1a,deceleration,감속,감속,정답(대표),exact,,1,[],stop
1a,deep mycosis,심부 진균증,심재성 진균증,오답,-,B48.8,2,[],stop
1a,defective interfering particle,결함 간섭 입자,결손간섭입자,오답,-,,3,[],stop
1a,defervescence,해열,해열,정답(대표),exact,,1,[],stop
1a,deficient perineum,회음 결손,회음결핍,오답,-,N81.8,2,[],stop
1a,deforming dorsopathies,변형성 등질환,변형성 등병증,오답,-,M40-M43,2,[],stop
1a,delay procedure,지연 시술,지연처치,오답,-,,2,[],stop
1a,deltoid flap,삼각근 피판,어깨세모근피판,오답,-,,2,[],stop
1a,dementia in hypercalcaemia,고칼슘혈증 치매,과칼슘혈증에서의 치매,오답,-,F02.8,3,[],stop
1a,dendritic spine,수상 돌기,수지상극,오답,-,,2,[],stop
1a,dense deposit disease,고밀도 침착 질환,고밀도침착병,오답,-,,3,[],stop
1a,dental granuloma,치아 육아종,뿌리끝육아종,오답,-,,2,[],stop
1a,depigmenting cream,탈색 크림,탈색크림,정답(대표),nospace,,2,[],stop
1a,derangement of patella,슬개골 장애,무릎뼈의 장애,오답,-,M22.0-M22.3,3,[],stop
1a,dermatitis verrucosa,사마귀 피부염,사마귀피부염,정답(대표),nospace,B43.0,2,[],stop
1a,dermatopathic lymphadenopathy,피부병성 림프절병증,피부병림프절병(증),오답,-,,2,[],stop
1a,dermoepidermal,진피표피,진피표피-,오답,-,,1,[],stop
1a,descriptive epidemiology,기술 역학,기술역학,정답(대표),nospace,,2,[],stop
1a,deshielded proton,비차단 양성자,미차폐양성자,오답,-,,2,[],stop
1a,deuterium,중수소,중수소,정답(대표),exact,,1,[],stop
1a,developmental retardation child,발달 지연 아동,발달 부진아,오답,-,,3,[],stop
1a,di guglielmo's disease,디 구글리엘모병,디구글리엘모병,정답(대표),nospace,C94.0,3,[],stop
1a,diabetic coma,당뇨병성 혼수,당뇨 혼수,오답,-,,2,[],stop
1a,dialysis adequacy,투석 적정성,투석충분도,오답,-,,2,[],stop
1a,diastasimetry,이개 측정,녹말효소측정법,오답,-,,1,[],stop
1a,diffusing capacity,확산 능력,확산능,오답,-,,2,[],stop
1a,digit preference,숫자 편향,끝수선호,오답,-,,2,[],stop
1a,dilation of intestine,장관 확장,창자 확장,오답,-,,3,[],stop
1a,dilation of rectum,직장 확장,곧창자 확장,정답(동의어),exact,,3,[],stop
1a,direct coombs test,직접 쿰스 시험,직접쿰즈검사,오답,-,,3,[],stop
1a,dislocation of midcarpal(joint),중수근(관절) 탈구,중간수근골(관절)의 탈구,오답,-,S63.02,3,['bad_chars'],stop
1a,dislocation of wrist,손목 탈구,손목의 탈구,오답,-,S63.0,3,[],stop
1a,distraction therapy,주의 전환 요법,골신장술,오답,-,,2,[],stop
1a,diverticulitis oesophageal,식도게실염,식도 곁주머니염,오답,-,,2,[],stop
1a,diving reflex,잠수반사,잠수반사,정답(대표),exact,,2,[],stop
1a,dopa-responsive dystonia,도파반응성이상운동증,도파-반응성 근긴장이상,오답,-,G24.8,2,[],stop
1a,dorsal vein arterialization,등쪽정맥동맥화,배측 정맥 동맥혈화,오답,-,,3,[],stop
1a,double bladder,중복방광,중복방광,정답(대표),exact,,2,[],stop
1a,double-barreled aorta,이중강대동맥,이중관대동맥,오답,-,,2,[],stop
1a,dromotropic,박동전도성,전도영향성-,오답,-,,1,[],stop
1a,drug induce pruritus,약물유발성소양증,약물 유발성 가려움,오답,-,L29.8,3,[],stop
1a,drug-induced,약물유발성,약물유발-,오답,-,,1,[],stop
1a,dry arthritis,건성관절염,건성관절염,정답(대표),exact,,2,[],stop
1a,dry socket recurettage,건성치와재소파술,발치와골염 재소파술,오답,-,,3,[],stop
1a,dry weight,건식체중,투석목표체중,오답,-,,2,[],stop
1a,dural avf,경막동정맥루,경막의 동정맥루,정답(동의어),exact,I67.1,2,[],stop
1a,dying process deteriorated,임종과정악화,임종과정 악화됨,오답,-,,3,[],stop
1a,dyskeratosis congenita,선천성각화부전증,선천 이상각화증,오답,-,Q82.8,2,[],stop
1a,dyslipoproteinemia,이상지질단백혈증,이상지질단백혈증,정답(대표),exact,,1,[],stop
1a,dysostosis multiplex group,다발성골형성부전군,다발 집단 뼈발생이상,오답,-,,3,[],stop
1a,dyspnea disorder,호흡곤란장애,천증,오답,-,R06.0,2,[],stop
1a,ear drum,고막,고막,정답(대표),exact,,2,[],stop
1a,ear probe,이갱개,귀꽂이,오답,-,,2,[],stop
1a,ebonation,치석제거술,뼈조각제거,오답,-,,1,[],stop
1a,eccrine poroma,선암종,외분비 한공종,오답,-,D23.9,2,[],stop
1a,ecdysis,탈피,허물벗기,정답(동의어),exact,,1,[],stop
1a,echinocyte,극세포,톱니적혈구,오답,-,,1,[],stop
1a,echo pulse,초음파맥,초음파,오답,-,,2,[],stop
1a,egg yolk medium,난황배지,달걀노른자배지,오답,-,,3,[],stop
1a,elongation,신장,신장,정답(대표),exact,,1,[],stop
1a,encephalopathy toxic,중독성뇌병증,독성 뇌병증,오답,-,,2,[],stop
1a,endemic disease,풍토병,풍토병,정답(대표),exact,,2,[],stop
1a,endocervical hyperplasia,자궁경관내막과형성,자궁목내막과다형성,오답,-,,2,[],stop
1a,endoenteritis,장내막염,창자점막염,오답,-,,1,[],stop
1a,endolymphatic duct,내림프관,속림프관,정답(동의어),exact,,2,[],stop
1a,endometrial stromal sarcoma,자궁내막기질육종,자궁내막버팀질육종,오답,-,,3,[],stop
1a,endorectal pull-through operation,직장내견인술,직장내 풀-스루식 수술,오답,-,,3,[],stop
1a,endoscopic retrograde pancreatography,내시경역행췌관조영술,내시경역행이자관조영(술),오답,-,,3,[],stop
1a,endoscopic revision dacryocystorhinostomy,내시경누낭비강문합성형술,내시경 이용 눈물주머니코안 연결 교정,오답,-,,3,[],stop
1a,endoscopic transmyocardial revascularization,내시경경심근혈관재형성술,내시경 이용 심근경유 혈관 재형성,오답,-,,3,[],stop
1a,endosome,엔도솜,엔도솜,정답(대표),exact,,1,[],stop
1a,endothelial adhesion molecule,내피접착분자,내피부착분자,오답,-,,3,[],stop
1a,endothelium-derived relaxing factor,내피유래이완인자,내피유래이완인자,정답(대표),exact,,3,[],stop
1a,endovascular ultrasonography,혈관내초음파검사,혈관내 초음파촬영,오답,-,,2,[],stop
1a,enema apparatus,관장기,관장기,정답(대표),exact,,2,[],stop
1a,enteral feeding,장관영양,위장관영양,오답,-,,2,[],stop
1a,enteral feeding regime,장관영양요법,경장 섭취 요법,오답,-,,3,[],stop
1a,enteral tube irrigation,장관튜브세척,위장관세척,오답,-,,3,[],stop
1a,enteropathic arthritis,장병성관절염,창자질환성 관절염,오답,-,,2,[],stop
1a,enterotoxin,장독소,창자독소,정답(동의어),exact,,1,[],stop
1a,entire finger,전체손가락,온손가락,오답,-,,2,[],stop
1a,entire nasal septum,전체비중격,온코사이막,오답,-,,3,[],stop
1a,entire trapezius muscle,전체승모근,온등세모근,오답,-,,3,[],stop
1a,eosinophilic non-allergic rhinitis,호산구성 비알레르기성 비염,호산성 비알레르기성 비염,오답,-,,3,[],stop
1a,epidermolysis bullosa dystrophica,영양불량형 수포성 표피박리증,디스트로피성 수포성 표피박리증,오답,-,Q81.2,3,[],stop
1a,epidermolysis bullosa simplex,단순형 수포성 표피박리증,단순 수포성 표피박리증,오답,-,Q81.0,3,[],stop
1a,epidermophyton,표피균,표피사상균(속),오답,-,,1,[],stop
1a,epididymal duct,부고환관,부고환관,정답(대표),exact,,2,[],stop
1a,epidural nerve block,경막외 신경차단,경막외 신경차단술,오답,-,,3,[],stop
1a,epiduroscopic neuroplasty,경막외내시경 신경성형술,내시경적 경막외강 신경성형술,오답,-,,2,[],stop
1a,epigastric artery,상복부동맥,배벽동맥,오답,-,,2,[],stop
